max_value,expected_value,success,day
7.0,5.001450300000002,True,10
4.0,3.9204000000000008,False,10
2.0,2.0,False,10
9.0,7.002744912900003,True,10
3.0,3.0,False,10
3.0,3.0,False,10
6.0,5.705940299400003,False,11
9.0,6.3024704216100025,True,11
6.0,6.0,False,11
2.0,2.0,False,11
7.0,4.501305270000002,True,11
4.0,4.0,False,11
2.0,2.0,False,11
